idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,Total_wages,ttl_exp,tenure
1729,38,White,Married,Has been married,15,Not college grad,Not south,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,3.82,40,153,12,4.08
1732,34,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,2.82,32,90,7,0.33
1737,41,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.75,37,176,16,10.42
1738,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.58,20,72,15,1.75
1740,44,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Laborers,Nonunion,3.62,15,54,13,5.83
1742,39,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Sales,,8.36,20,167,15,0.92
1743,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,8.45,55,465,17,3.75
1746,42,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,17.67,40,707,18,5.25
1748,43,White,Single,Never married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,8.36,50,418,20,20.33
1749,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,5.25,23,121,4,2.75
1750,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.88,45,310,5,1.5
1752,34,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,,4.83,20,97,7,0.75
1754,42,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Public administration,Professional/Technical,Nonunion,10.48,35,367,13,5.08
1755,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.64,40,225,11,8.83
1758,40,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Public administration,Managers/Admin,Nonunion,7.35,40,294,13,5.83
1759,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,5.27,50,264,8,4.25
1760,36,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,8.99,40,360,12,0.5
1761,36,White,Single,Never married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,4.9,55,270,14,13.92
1762,38,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,3.79,35,133,8,2.67
1763,39,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Business/Repair svc,Clerical/Unskilled,Nonunion,4.03,20,81,17,0
1764,38,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Union,11.15,40,446,13,4.17
1765,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.67,32,149,12,8.75
1767,36,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,,,Nonunion,3.02,16,48,6,3.25
1769,38,White,Single,Never married,14,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,12.38,40,495,21,20.83
1770,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Union,5.86,40,234,18,17.75
1776,38,White,Married,Has been married,15,Not college grad,Not south,Not SMSA,Not central city,Public administration,Operatives,,40.2,40,1608,16,7.17
1777,40,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Sales,Union,13.55,40,542,17,16.58
1778,44,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Craftsmen,Union,10.63,48,510,20,19.83
1779,38,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.68,30,170,15,14.75
1780,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,,Operatives,Union,11.85,48,569,20,16.5
1784,35,Black,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,9.68,40,387,15,4.42
1785,39,Black,Single,Never married,11,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.23,40,169,16,7.67
1786,43,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,4.79,40,192,8,1.92
1787,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,4.73,35,165,8,1.5
1788,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,2.78,20,56,5,0.75
1790,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,,3.58,15,54,8,0.58
1791,34,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,,2.09,40,84,14,7.17
1792,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.26,26,85,6,1.83
1796,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,3.02,40,121,9,1.33
1801,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,7.21,24,173,17,0
1802,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.48,46,298,19,13.67
1804,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,40.2,40,1608,10,2.17
1805,40,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.77,35,377,16,0
1807,38,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,10.26,40,410,17,3.75
1810,36,White,Married,Has been married,15,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.96,24,263,15,15
1814,42,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,8.29,40,331,8,4.83
1815,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Sales,Nonunion,6.19,45,279,13,2.17
1817,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,7.53,40,301,18,17.75
1818,41,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,5.42,40,217,10,6.92
1819,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Union,5.64,40,225,14,13.83
1822,45,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,8.9,40,356,21,21.08
1823,36,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,9.86,40,394,11,8.83
1825,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,3.22,33,106,9,0.08
1826,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.42,40,217,12,4.58
1827,38,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,9.3,40,372,11,3.83
1828,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,9.61,44,423,16,15.83
1829,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Service,Nonunion,5.81,8,46,6,1.42
1830,39,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,10.64,48,511,17,8.58
1831,41,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,,Laborers,,1.68,30,50,7,1.58
1833,38,White,Single,Never married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,10.48,48,503,18,6.17
1842,44,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,6.99,40,280,16,8.67
1843,43,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.03,40,201,19,13.5
1845,40,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,4.23,44,186,9,1.25
1847,40,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,2.78,40,111,3,0.67
1853,36,White,Married,Has been married,11,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,7.74,50,387,9,8.92
1854,35,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,3.01,30,90,3,0.67
1856,35,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.54,40,462,10,4.42
1857,44,Black,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.06,40,122,6,3.08
1858,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,3.62,35,127,15,4.83
1860,35,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,16.53,45,744,18,1.75
1863,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Laborers,Union,20.64,30,619,17,17.08
1864,39,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.8,40,272,16,10.42
1865,40,White,Married,Has been married,17,College grad,South,SMSA,Central city,Professional services,Other,Union,6.69,50,335,16,0.83
1866,37,White,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,13.41,32,429,16,15.67
1867,35,White,Single,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,5.02,32,161,16,16.42
1868,43,White,Single,Never married,6,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.78,5,14,19,3.33
1872,40,White,Single,Never married,9,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.22,40,129,5,0.08
1873,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.01,25,50,18,4.17
1875,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.29,27,62,8,3.17
1876,37,White,Married,Has been married,15,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,10.47,40,419,14,0.5
1878,41,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,11.22,40,449,12,1.67
1879,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,2.8,12,34,7,0.33
1880,37,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.27,20,205,10,3.25
1881,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,,5.43,40,217,20,7.08
1882,40,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,9.68,40,387,16,2.08
1883,42,White,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.04,32,97,12,7.42
1884,44,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.87,38,223,13,4.17
1886,36,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Personal services,Laborers,Nonunion,8.05,30,242,8,2.33
1890,35,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,11.61,40,464,15,11.25
1891,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Union,8.05,40,322,19,6.08
1892,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Operatives,,6.69,15,100,14,4.67
1894,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,8.43,40,337,17,11.67
1895,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Managers/Admin,Nonunion,11,48,528,18,5.42
1896,36,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.51,40,180,14,0.08
1899,41,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,5.16,60,310,11,1.83
1905,44,White,Married,Has been married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,6.19,50,310,14,2.83
1910,39,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,6.51,50,325,16,15.83
1911,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.56,40,222,10,6.83
1915,40,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,12,40,480,17,11.83
1918,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,6.76,22,149,19,18.83
1921,44,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Professional/Technical,,40.2,40,1608,27,20.5
1925,34,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Union,6.51,38,247,14,9.33
